Customer_ID,Name,Gender,Age,City,Signup_Date,Last_Purchase_Date,Purchase_Amount,Feedback_Score,Email,Phone_Number,Country
CUST1099,Customer_99,male,27.0,mumbai,2020-04-09,2021-04-10,13107.0,9.0,user99@example.com,4856918257,india
CUST1100,Customer_100,female,43.0,chennai,2020-04-10,2021-04-11,9293.0,2.0,user100@example.com,3296913517,india
CUST1101,Customer_101,male,56.0,kolkata,2020-04-11,2021-04-12,15387.0,2.0,user101@example.com,2800859120,india
CUST1102,Customer_102,male,54.0,chennai,2020-04-12,2021-04-13,25319.0,5.0,user102@example.com,2456317351,india
CUST1103,Customer_103,male,64.0,chennai,2020-04-13,2021-04-13,37446.0,5.0,user103@example.com,4011437623,india
CUST1104,Customer_104,male,48.0,hyderabad,2020-04-14,2021-04-15,21516.0,5.0,user104@example.com,9035847139,india
CUST1105,Customer_105,female,59.0,delhi,2020-04-15,2021-04-16,36053.0,3.0,user105@example.com,5628027847,india
CUST1106,Customer_106,male,43.0,delhi,2020-04-16,2021-04-17,44848.0,4.0,user106@example.com,5831174773,india
CUST1107,Customer_107,male,61.0,chennai,2020-04-17,2021-04-18,14822.0,5.0,user107@example.com,5493212609,india
CUST1108,Customer_108,female,43.0,delhi,2020-04-18,2021-04-19,34803.0,2.0,user108@example.com,6034431928,india
CUST1109,Customer_109,male,40.0,mumbai,2020-04-19,2021-04-20,31190.0,10.0,user109@example.com,8191608946,india
CUST1111,Customer_111,male,51.0,chennai,2020-04-21,2021-04-22,7720.0,7.0,user111@example.com,2074504317,india
CUST1112,Customer_112,male,38.0,hyderabad,2020-04-22,2021-04-23,44650.0,3.0,user112@example.com,2320720904,india
CUST1113,Customer_113,male,40.0,mumbai,2020-04-23,2021-04-24,27400.0,10.0,user113@example.com,4474617156,india
CUST1114,Customer_114,male,42.0,delhi,2020-04-24,2021-04-25,15371.0,8.0,user114@example.com,9752024039,india
CUST1115,Customer_115,female,52.0,kolkata,2020-04-25,2021-04-26,42001.0,5.0,user115@example.com,1643977475,india
CUST1116,Customer_116,female,36.0,hyderabad,2020-04-26,2021-04-27,25319.0,4.0,user116@example.com,8768601614,india
CUST1117,Customer_117,female,48.0,mumbai,2020-04-27,2021-04-28,9332.0,4.0,user117@example.com,4893342010,india
CUST1118,Customer_118,male,68.0,kolkata,2020-04-28,2021-04-29,3209.0,4.0,user118@example.com,2038981302,india
CUST1119,Customer_119,female,20.0,mumbai,2020-04-29,2021-04-30,38025.0,10.0,user119@example.com,3047948264,india
CUST1120,Customer_120,female,40.0,mumbai,2020-04-30,2021-05-01,39251.0,2.0,user120@example.com,8556201472,india
CUST1121,Customer_121,female,32.0,kolkata,2020-05-01,2021-05-02,44738.0,2.0,user121@example.com,950462068,india
CUST1122,Customer_122,male,33.0,chennai,2020-05-02,2021-05-03,1022.0,1.0,user122@example.com,8803343104,india
CUST1123,Customer_123,female,30.0,hyderabad,2020-05-03,2021-05-04,5307.0,5.0,user123@example.com,9461922598,india
CUST1124,Customer_124,female,36.0,mumbai,2020-05-04,2021-05-05,48043.0,8.0,user124@example.com,5788034947,india
CUST1125,Customer_125,male,29.0,mumbai,2020-05-05,2021-05-06,15807.0,9.0,user125@example.com,4618414033,india
CUST1126,Customer_126,male,43.0,mumbai,2020-05-06,2021-05-07,19370.0,5.0,user126@example.com,9979643457,india
CUST1128,Customer_128,male,41.0,hyderabad,2020-05-08,2021-05-07,18350.0,5.0,user128@example.com,2148971399,india
CUST1129,Customer_129,male,46.0,chennai,2020-05-09,2021-05-07,1830.0,5.0,user129@example.com,1123934074,india
CUST1130,Customer_130,male,61.0,hyderabad,2020-05-10,2021-05-11,3421.0,5.0,user130@example.com,7924324227,india
CUST1131,Customer_131,female,43.0,chennai,2020-05-11,2021-05-12,38909.0,2.0,user131@example.com,9474969893,india
CUST1133,Customer_133,male,43.0,mumbai,2020-05-13,2021-05-14,25084.0,3.0,user133@example.com,1648055889,india
CUST1134,Customer_134,female,66.0,kolkata,2020-05-14,2021-05-15,40225.0,1.0,user134@example.com,8476517358,india
CUST1135,Customer_135,male,65.0,mumbai,2020-05-15,2021-05-16,25319.0,7.0,user135@example.com,6436657935,india
CUST1136,Customer_136,female,27.0,chennai,2020-05-16,2021-05-17,15707.0,5.0,user136@example.com,2840135671,india
CUST1137,Customer_137,male,26.0,kolkata,2020-05-17,2021-05-18,13175.0,4.0,user137@example.com,2938105996,india
CUST1138,Customer_138,female,53.0,hyderabad,2020-05-18,2021-05-19,25319.0,8.0,user138@example.com,9685534389,india
CUST1139,Customer_139,male,27.0,chennai,2020-05-19,2021-05-20,13037.0,5.0,user139@example.com,3099574279,india
CUST1140,Customer_140,male,60.0,kolkata,2020-05-20,2021-05-21,25319.0,10.0,user140@example.com,6882225826,india
CUST1141,Customer_141,male,43.0,hyderabad,2020-05-21,2021-05-22,30676.0,3.0,user141@example.com,7084445484,india
CUST1142,Customer_142,male,31.0,delhi,2020-05-22,2021-05-23,25319.0,10.0,user142@example.com,8755910789,india
CUST1143,Customer_143,male,32.0,hyderabad,2020-05-23,2021-05-24,6812.0,7.0,user143@example.com,1958725859,india
CUST1146,Customer_146,female,53.0,mumbai,2020-05-26,2021-05-27,43100.0,4.0,user146@example.com,2741173285,india
CUST1147,Customer_147,male,44.0,kolkata,2020-05-27,2021-05-28,28693.0,8.0,user147@example.com,2950040581,india
CUST1148,Customer_148,female,24.0,delhi,2020-05-28,2021-05-29,4716.0,3.0,user148@example.com,6374970091,india
CUST1149,Customer_149,female,48.0,kolkata,2020-05-29,2021-05-30,24146.0,10.0,user149@example.com,6778133919,india
CUST1150,Customer_150,male,28.0,kolkata,2020-05-30,2021-05-31,41997.0,8.0,user150@example.com,7492676810,india
CUST1151,Customer_151,female,67.0,mumbai,2020-05-31,2021-06-01,45432.0,7.0,user151@example.com,7554896538,india
CUST1152,Customer_152,female,34.0,hyderabad,2020-06-01,2021-06-02,1825.0,4.0,user152@example.com,4094666262,india
CUST1154,Customer_154,female,43.0,hyderabad,2020-06-03,2021-06-04,22960.0,10.0,user154@example.com,9043400393,india
CUST1157,Customer_157,male,22.0,hyderabad,2020-06-06,2021-06-07,27593.0,4.0,user157@example.com,8156608810,india
CUST1158,Customer_158,male,23.0,hyderabad,2020-06-07,2021-06-08,2570.0,4.0,user158@example.com,953942504,india
CUST1159,Customer_159,female,34.0,mumbai,2020-06-08,2021-06-09,9853.0,4.0,user159@example.com,5916290013,india
CUST1160,Customer_160,male,67.0,chennai,2020-06-09,2021-06-09,31310.0,9.0,user160@example.com,3884536557,india
CUST1161,Customer_161,female,38.0,mumbai,2020-06-10,2021-06-11,25082.0,2.0,user161@example.com,5851340510,india
CUST1162,Customer_162,male,50.0,mumbai,2020-06-11,2021-06-12,44388.0,8.0,user162@example.com,2639130993,india
CUST1163,Customer_163,male,40.0,mumbai,2020-06-12,2021-06-12,47547.0,4.0,user163@example.com,8277041466,india
CUST1164,Customer_164,female,43.0,kolkata,2020-06-13,2021-06-14,28668.0,5.0,user164@example.com,1043229166,india
CUST1165,Customer_165,male,43.0,mumbai,2020-06-14,2021-06-15,11311.0,8.0,user165@example.com,8324478952,india
CUST1166,Customer_166,male,43.0,kolkata,2020-06-15,2021-06-16,15478.0,1.0,user166@example.com,7060886661,india
CUST1167,Customer_167,male,43.0,hyderabad,2020-06-16,2021-06-17,40259.0,7.0,user167@example.com,4959545885,india
CUST1169,Customer_169,male,24.0,kolkata,2020-06-18,2021-06-19,41504.0,2.0,user169@example.com,4709995248,india
CUST1170,Customer_170,female,47.0,delhi,2020-06-19,2021-06-20,27906.0,5.0,user170@example.com,4681315042,india
CUST1171,Customer_171,male,25.0,chennai,2020-06-20,2021-06-21,31941.0,5.0,user171@example.com,5311775600,india
CUST1172,Customer_172,male,28.0,chennai,2020-06-21,2021-06-22,9675.0,6.0,user172@example.com,2757595970,india
CUST1173,Customer_173,female,55.0,delhi,2020-06-22,2021-06-23,18874.0,8.0,user173@example.com,2590915213,india
CUST1174,Customer_174,female,64.0,chennai,2020-06-23,2021-06-24,28034.0,10.0,user174@example.com,7917215641,india
CUST1175,Customer_175,female,22.0,mumbai,2020-06-24,2021-06-25,24280.0,5.0,user175@example.com,1421853830,india
CUST1176,Customer_176,male,45.0,hyderabad,2020-06-25,2021-06-26,1531.0,5.0,user176@example.com,8155315297,india
CUST1177,Customer_177,female,62.0,hyderabad,2020-06-26,2021-06-27,25319.0,9.0,user177@example.com,8858121046,india
CUST1178,Customer_178,female,49.0,mumbai,2020-06-27,2021-06-28,5358.0,5.0,user178@example.com,8772788081,india
CUST1179,Customer_179,female,24.0,chennai,2020-06-28,2021-06-29,39754.0,8.0,user179@example.com,2327239455,india
CUST1180,Customer_180,male,22.0,delhi,2020-06-29,2021-06-30,12865.0,10.0,user180@example.com,955816447,india
CUST1182,Customer_182,female,69.0,hyderabad,2020-07-01,2021-07-02,25319.0,1.0,user182@example.com,4379524828,india
CUST1183,Customer_183,female,21.0,hyderabad,2020-07-02,2021-07-03,48131.0,4.0,user183@example.com,7070775800,india
CUST1184,Customer_184,male,34.0,mumbai,2020-07-03,2021-07-03,25132.0,4.0,user184@example.com,4505988189,india
CUST1185,Customer_185,female,27.0,mumbai,2020-07-04,2021-07-05,41839.0,9.0,user185@example.com,4624389984,india
CUST1186,Customer_186,male,19.0,chennai,2020-07-05,2021-07-06,47407.0,1.0,user186@example.com,3144859531,india
CUST1187,Customer_187,female,29.0,hyderabad,2020-07-06,2021-07-07,25319.0,1.0,user187@example.com,1136792128,india
CUST1188,Customer_188,female,34.0,kolkata,2020-07-07,2021-07-08,43130.0,4.0,user188@example.com,2740984921,india
CUST1189,Customer_189,male,38.0,mumbai,2020-07-08,2021-07-08,5116.0,2.0,user189@example.com,2870735949,india
CUST1190,Customer_190,male,18.0,mumbai,2020-07-09,2021-07-10,7913.0,5.0,user190@example.com,4300421538,india
CUST1191,Customer_191,female,49.0,hyderabad,2020-07-10,2021-07-11,39797.0,10.0,user191@example.com,9038503240,india
CUST1192,Customer_192,female,58.0,delhi,2020-07-11,2021-07-12,25319.0,2.0,user192@example.com,9639630166,india
CUST1193,Customer_193,male,43.0,hyderabad,2020-07-12,2021-07-13,6863.0,5.0,user193@example.com,9826162782,india
CUST1194,Customer_194,female,66.0,mumbai,2020-07-13,2021-07-14,25319.0,9.0,user194@example.com,1225902522,india
CUST1195,Customer_195,female,36.0,kolkata,2020-07-14,2021-07-15,35392.0,5.0,user195@example.com,8908203082,india
CUST1196,Customer_196,male,48.0,mumbai,2020-07-15,2021-07-16,6579.0,5.0,user196@example.com,7425484972,india
CUST1197,Customer_197,female,43.0,hyderabad,2020-07-16,2021-07-17,25455.0,3.0,user197@example.com,2929776720,india
CUST1198,Customer_198,female,52.0,mumbai,2020-07-17,2021-07-18,46718.0,9.0,user198@example.com,2683343807,india
CUST1199,Customer_199,female,22.0,mumbai,2020-07-18,2021-07-19,6872.0,4.0,user199@example.com,1102860663,india
CUST1200,Customer_200,male,20.0,kolkata,2020-07-19,2021-07-20,20865.0,7.0,user200@example.com,9276912441,india
CUST1201,Customer_201,female,51.0,mumbai,2020-07-20,2021-07-21,22152.0,4.0,user201@example.com,6008405523,india
CUST1202,Customer_202,female,38.0,kolkata,2020-07-21,2021-07-22,3170.0,5.0,user202@example.com,9234468954,india
CUST1203,Customer_203,male,64.0,mumbai,2020-07-22,2021-07-23,8742.0,2.0,user203@example.com,6123343990,india
CUST1204,Customer_204,female,62.0,delhi,2020-07-23,2021-07-24,25080.0,5.0,user204@example.com,7599680223,india
CUST1205,Customer_205,female,38.0,mumbai,2020-07-24,2021-07-25,45202.0,5.0,user205@example.com,5218828250,india
CUST1206,Customer_206,female,37.0,delhi,2020-07-25,2021-07-26,25319.0,7.0,user206@example.com,6892693476,india
CUST1207,Customer_207,female,55.0,mumbai,2020-07-26,2021-07-27,5912.0,2.0,user207@example.com,1132751217,india
CUST1208,Customer_208,male,37.0,kolkata,2020-07-27,2021-07-28,24916.0,10.0,user208@example.com,5058713017,india
CUST1209,Customer_209,male,55.0,chennai,2020-07-28,2021-07-29,40623.0,6.0,user209@example.com,3503623407,india
CUST1210,Customer_210,male,55.0,delhi,2020-07-29,2021-07-30,25319.0,6.0,user210@example.com,3141327493,india
CUST1211,Customer_211,male,64.0,delhi,2020-07-30,2021-07-31,10349.0,4.0,user211@example.com,9655659656,india
CUST1212,Customer_212,female,39.0,delhi,2020-07-31,2021-07-31,1311.0,7.0,user212@example.com,1469729521,india
CUST1213,Customer_213,male,31.0,delhi,2020-08-01,2021-08-02,45881.0,8.0,user213@example.com,9746620702,india
CUST1214,Customer_214,male,64.0,delhi,2020-08-02,2021-08-03,20503.0,7.0,user214@example.com,8958024231,india
CUST1217,Customer_217,male,61.0,hyderabad,2020-08-05,2021-08-06,25319.0,5.0,user217@example.com,6167854298,india
CUST1219,Customer_219,female,52.0,hyderabad,2020-08-07,2021-08-08,28417.0,6.0,user219@example.com,3336340288,india
CUST1220,Customer_220,female,31.0,chennai,2020-08-08,2021-08-09,38532.0,6.0,user220@example.com,8851852811,india
CUST1222,Customer_222,male,58.0,hyderabad,2020-08-10,2021-08-11,25319.0,1.0,user222@example.com,7786117170,india
CUST1223,Customer_223,female,25.0,mumbai,2020-08-11,2021-08-12,23723.0,5.0,user223@example.com,9316024261,india
CUST1224,Customer_224,male,60.0,chennai,2020-08-12,2021-08-12,13095.0,9.0,user224@example.com,6095625182,india
CUST1225,Customer_225,female,39.0,mumbai,2020-08-13,2021-08-14,10342.0,2.0,user225@example.com,1741359765,india
CUST1226,Customer_226,female,43.0,delhi,2020-08-14,2021-08-15,25319.0,7.0,user226@example.com,8588897460,india
CUST1227,Customer_227,male,63.0,kolkata,2020-08-15,2021-08-16,14926.0,5.0,user227@example.com,9506249446,india
CUST1228,Customer_228,male,25.0,mumbai,2020-08-16,2021-08-17,5083.0,2.0,user228@example.com,5056605611,india
CUST1229,Customer_229,male,22.0,kolkata,2020-08-17,2021-08-18,13380.0,6.0,user229@example.com,7716425402,india
CUST1230,Customer_230,male,43.0,hyderabad,2020-08-18,2021-08-19,15226.0,9.0,user230@example.com,3194784887,india
CUST1231,Customer_231,female,38.0,mumbai,2020-08-19,2021-08-20,25319.0,3.0,user231@example.com,7717846314,india
CUST1232,Customer_232,male,66.0,kolkata,2020-08-20,2021-08-21,30151.0,10.0,user232@example.com,6779990226,india
CUST1233,Customer_233,female,34.0,mumbai,2020-08-21,2021-08-22,19104.0,5.0,user233@example.com,5175722149,india
CUST1234,Customer_234,male,65.0,chennai,2020-08-22,2021-08-23,10986.0,2.0,user234@example.com,9547379495,india
CUST1235,Customer_235,female,35.0,kolkata,2020-08-23,2021-08-24,21833.0,5.0,user235@example.com,8266853506,india
CUST1236,Customer_236,female,59.0,hyderabad,2020-08-24,2021-08-25,25319.0,7.0,user236@example.com,2918059527,india
CUST1238,Customer_238,male,63.0,mumbai,2020-08-26,2021-08-27,12701.0,8.0,user238@example.com,4885017225,india
CUST1239,Customer_239,female,30.0,hyderabad,2020-08-27,2021-08-28,25319.0,6.0,user239@example.com,8159180721,india
CUST1240,Customer_240,female,65.0,kolkata,2020-08-28,2021-08-29,28455.0,7.0,user240@example.com,5267895381,india
CUST1241,Customer_241,male,65.0,hyderabad,2020-08-29,2021-08-30,25319.0,6.0,user241@example.com,9358133668,india
CUST1243,Customer_243,female,43.0,chennai,2020-08-31,2021-09-01,44235.0,9.0,user243@example.com,1240996033,india
CUST1244,Customer_244,male,69.0,kolkata,2020-09-01,2021-09-02,46862.0,9.0,user244@example.com,8357106828,india
CUST1245,Customer_245,female,64.0,kolkata,2020-09-02,2021-09-03,16930.0,10.0,user245@example.com,7696652079,india
CUST1246,Customer_246,male,65.0,mumbai,2020-09-03,2021-09-04,29636.0,7.0,user246@example.com,3062931284,india
CUST1248,Customer_248,male,42.0,chennai,2020-09-05,2021-09-06,8033.0,10.0,user248@example.com,7391398348,india
CUST1249,Customer_249,female,43.0,chennai,2020-09-06,2021-09-06,26527.0,6.0,user249@example.com,1216843249,india
CUST1250,Customer_250,male,32.0,mumbai,2020-09-07,2021-09-06,3726.0,1.0,user250@example.com,2646145166,india
CUST1251,Customer_251,male,41.0,kolkata,2020-09-08,2021-09-09,12259.0,8.0,user251@example.com,8762471113,india
CUST1252,Customer_252,female,43.0,hyderabad,2020-09-09,2021-09-10,47129.0,8.0,user252@example.com,9152030889,india
CUST1253,Customer_253,male,28.0,mumbai,2020-09-10,2021-09-11,36530.0,4.0,user253@example.com,9832583771,india
CUST1255,Customer_255,male,66.0,kolkata,2020-09-12,2021-09-13,48481.0,10.0,user255@example.com,8669365345,india
CUST1256,Customer_256,female,68.0,mumbai,2020-09-13,2021-09-14,49894.0,1.0,user256@example.com,4598082069,india
CUST1257,Customer_257,male,44.0,chennai,2020-09-14,2021-09-15,21589.0,1.0,user257@example.com,4711646650,india
