index,Customer_ID,Name,Gender,Age,City,Signup_Date,Last_Purchase_Date,Purchase_Amount,Feedback_Score,Email,Phone_Number,Country
44,CUST1044,Customer_44,F,44,Hyderabad,2020-02-14 00:00:00,NaT,41063.0,8.0,user44@example.com,9705199418,India
45,CUST1045,Customer_45,M,41,Mumbai,2020-02-15 00:00:00,2021-02-15 00:00:00,30623.0,8.0,user45@example.com,6467606339,India
46,CUST1046,Customer_46,f,NaN,Delhi,2020-02-16 00:00:00,2021-02-16 00:00:00,2906.0,NaN,user46@example.com,7812843807,India
47,NaN,Customer_47,M,48,Mumbai,2020-02-17 00:00:00,2021-02-17 00:00:00,17596.0,9.0,user47@example.com,8501721034,India
48,CUST1048,Customer_48,M,40,Kolkata,2020-02-18 00:00:00,2021-02-18 00:00:00,12017.0,7.0,user48@example.com,6646901648,India
49,CUST1049,Customer_49,F,40,Hyderabad,2020-02-19 00:00:00,2021-02-19 00:00:00,49502.0,8.0,user49@example.com,4188252950,India
50,CUST1050,Customer_50,M,30 years,delhi,2020-02-20 00:00:00,2021-02-20 00:00:00,26678.0,10.0,user50@example.com,6326791489,India
51,NaN,Customer_51,F,29 years,Chennai,2020-02-21 00:00:00,2021-02-21 00:00:00,16639.0,4.0,user51@example.com,4193200791,India
52,CUST1052,Customer_52,F,20,Mumbai,2020-02-22 00:00:00,2021-02-22 00:00:00,NaN,2.0,user52@example.com,1500457174,india
53,CUST1053,Customer_53,M,51 years,HYDERABAD,2020-02-23 00:00:00,NaT,12669.0,5.0,user53@example.com,7007358840,India
54,NaN,Customer_54,FEMALE,57,Chennai,2020-02-24 00:00:00,2021-02-24 00:00:00,36814.0,NaN,user54@example.com,5968116927,India
55,CUST1055,Customer_55,F,59,Kolkata,2020-02-25 00:00:00,2021-02-25 00:00:00,44023.0,4.0,user55@example.com,9517635654,India
56,CUST1056,Customer_56,FEMALE,31,Kolkata,2020-02-26 00:00:00,2021-02-26 00:00:00,2756.0,2.0,user56@example.com,7690972626,India
57,CUST1057,Customer_57,M,NaN,Hyderabad,2020-02-27 00:00:00,NaT,45975.0,2.0,user57@example.com,4390049774,India
58,CUST1058,Customer_58,F,54,Kolkata,2020-02-28 00:00:00,2021-02-28 00:00:00,27190.0,9.0,user58@example.com,9691099413,india
59,CUST1059,Customer_59,M,47,MUMBAI,2020-02-29 00:00:00,2021-03-01 00:00:00,37596.0,5.0,user59@example.com,8812944400,NaN
60,NaN,Customer_60,M,24 years,Hyderabad,2020-03-01 00:00:00,2021-03-02 00:00:00,NaN,6.0,user60@example.com,5930367093,NaN
61,NaN,Customer_61,F,69,MUMBAI,2020-03-02 00:00:00,2021-03-03 00:00:00,30447.0,8.0,user61@example.com,7855011894,India
62,CUST1062,Customer_62,M,66,HYDERABAD,2020-03-03 00:00:00,2021-03-04 00:00:00,35306.0,4.0,user62@example.com,4922634117,NaN
63,NaN,Customer_63,M,50,Chennai,2020-03-04 00:00:00,2021-03-05 00:00:00,12842.0,1.0,user63@example.com,6580290216,India
64,CUST1064,Customer_64,M,37,Chennai,2020-03-05 00:00:00,NaT,34271.0,6.0,user64@example.com,4512954806,India
65,CUST1065,Customer_65,female,60,NaN,2020-03-06 00:00:00,2021-03-07 00:00:00,26872.0,NaN,user65@example.com,6622646359,India
66,CUST1066,Customer_66,M,37,KOLKATA,2020-03-07 00:00:00,2021-03-08 00:00:00,2552.0,NaN,user66@example.com,6845176042,india
67,CUST1067,Customer_67,M,59,hyderabad,2020-03-08 00:00:00,2021-03-09 00:00:00,34159.0,8.0,user67@example.com,5851590722,NaN
68,CUST1068,Customer_68,female,66,Delhi,2020-03-09 00:00:00,2021-03-10 00:00:00,23748.0,8.0,user68@example.com,6790122142,India
69,NaN,Customer_69,F,66,NaN,2020-03-10 00:00:00,2021-03-11 00:00:00,44790.0,4.0,user69@example.com,9218996286,india
70,NaN,Customer_70,M,66,hyderabad,2020-03-11 00:00:00,NaT,9091.0,6.0,user70@example.com,1137683328,India
71,CUST1071,Customer_71,M,65 years,Mumbai,2020-03-12 00:00:00,2021-03-13 00:00:00,23339.0,NaN,user71@example.com,5043080884,India
72,CUST1072,Customer_72,M,44,NaN,2020-03-13 00:00:00,2021-03-14 00:00:00,NaN,10.0,user72@example.com,6072320502,India
73,CUST1073,Customer_73,NaN,40,Chennai,2020-03-14 00:00:00,2021-03-15 00:00:00,9808.0,10.0,user73@example.com,4746794721,India
74,CUST1074,Customer_74,M,NaN,NaN,2020-03-15 00:00:00,2021-03-16 00:00:00,17031.0,7.0,user74@example.com,2258338910,India
75,NaN,Customer_75,m,42,Delhi,2020-03-16 00:00:00,2021-03-17 00:00:00,38774.0,10.0,user75@example.com,3391808075,India
76,CUST1076,Customer_76,M,35,Mumbai,2020-03-17 00:00:00,2021-03-18 00:00:00,9940.0,9.0,user76@example.com,9177464493,India
77,NaN,Customer_77,F,27,KOLKATA,2020-03-18 00:00:00,2021-03-19 00:00:00,28185.0,5.0,user77@example.com,4381428898,India
78,CUST1078,Customer_78,M,43,NaN,2020-03-19 00:00:00,2021-03-20 00:00:00,NaN,8.0,user78@example.com,2868975652,india
79,CUST1079,Customer_79,F,NaN,DELHI,2020-03-20 00:00:00,2021-03-21 00:00:00,1075.0,8.0,user79@example.com,8779641131,India
80,CUST1080,Customer_80,M,NaN,Kolkata,2020-03-21 00:00:00,2021-03-22 00:00:00,NaN,3.0,user80@example.com,6290794123,India
81,CUST1081,Customer_81,M,23,Delhi,2020-03-22 00:00:00,2021-03-23 00:00:00,42523.0,8.0,user81@example.com,3006588386,India
82,CUST1082,Customer_82,M,24,Kolkata,2020-03-23 00:00:00,2021-03-24 00:00:00,5425.0,4.0,user82@example.com,6948771211,India
83,CUST1083,Customer_83,female,58 years,Kolkata,2020-03-24 00:00:00,2021-03-25 00:00:00,19410.0,10.0,user83@example.com,9319288338,India
84,CUST1084,Customer_84,F,63,Delhi,2020-03-25 00:00:00,2021-03-26 00:00:00,48954.0,NaN,user84@example.com,1252286381,India
85,CUST1085,Customer_85,M,64,Hyderabad,2020-03-26 00:00:00,2021-03-27 00:00:00,8172.0,4.0,user85@example.com,6980578843,india
86,CUST1086,Customer_86,F,22,Delhi,2020-03-27 00:00:00,2021-03-28 00:00:00,1924.0,1.0,user86@example.com,9629340861,India
87,CUST1087,Customer_87,M,26,Hyderabad,2020-03-28 00:00:00,NaT,46064.0,5.0,user87@example.com,5875312357,India
88,CUST1088,Customer_88,M,32,Mumbai,2020-03-29 00:00:00,2021-03-30 00:00:00,47396.0,6.0,user88@example.com,1278872437,India
89,CUST1089,Customer_89,F,NaN,KOLKATA,2020-03-30 00:00:00,2021-03-31 00:00:00,9748.0,10.0,user89@example.com,8123937762,India
90,CUST1090,Customer_90,F,45,Kolkata,2020-03-31 00:00:00,2021-04-01 00:00:00,NaN,1.0,user90@example.com,3061705785,India
91,CUST1091,Customer_91,M,57,CHENNAI,2020-04-01 00:00:00,2021-04-02 00:00:00,9379.0,NaN,user91@example.com,4124013679,India
92,CUST1092,Customer_92,F,60,DELHI,2020-04-02 00:00:00,2021-04-03 00:00:00,36215.0,1.0,user92@example.com,8828047697,India
93,CUST1093,Customer_93,NaN,53,chennai,2020-04-03 00:00:00,2021-04-04 00:00:00,30108.0,3.0,user93@example.com,6643599640,India
94,CUST1094,Customer_94,M,NaN,Delhi,2020-04-04 00:00:00,NaT,4510.0,3.0,user94@example.com,5002526756,India
95,CUST1095,Customer_95,M,64 years,Chennai,2020-04-05 00:00:00,2021-04-06 00:00:00,39173.0,6.0,user95@example.com,7670968513,India
96,CUST1096,Customer_96,M,62,DELHI,2020-04-06 00:00:00,2021-04-07 00:00:00,45550.0,5.0,user96@example.com,5539746692,india
97,CUST1097,Customer_97,female,40 years,Delhi,2020-04-07 00:00:00,2021-04-08 00:00:00,45407.0,7.0,user97@example.com,3659800815,India
98,CUST1098,Customer_98,NaN,23,Kolkata,2020-04-08 00:00:00,2021-04-09 00:00:00,41019.0,NaN,user98@example.com,8394969539,NaN
99,CUST1099,Customer_99,F,45,Kolkata,2020-04-09 00:00:00,2021-04-10 00:00:00,4068.0,1.0,user99@example.com,6100873528,NaN
100,CUST1100,Customer_100,F,46,Mumbai,2020-04-10 00:00:00,2021-04-11 00:00:00,13508.0,7.0,user100@example.com,2432658508,India
101,CUST1101,Customer_101,F,35,DELHI,2020-04-11 00:00:00,2021-04-12 00:00:00,45592.0,8.0,user101@example.com,5038063664,india
102,CUST1102,Customer_102,F,29 years,Chennai,2020-04-12 00:00:00,2021-04-13 00:00:00,22791.0,8.0,user102@example.com,1259757821,India
103,CUST1103,Customer_103,NaN,38 years,NaN,2020-04-13 00:00:00,2021-04-14 00:00:00,44857.0,8.0,user103@example.com,1645470310,India
104,CUST1104,Customer_104,f,38,NaN,2020-04-14 00:00:00,2021-04-15 00:00:00,28300.0,3.0,user104@example.com,8173210506,NaN
105,CUST1105,Customer_105,F,NaN,chennai,2020-04-15 00:00:00,2021-04-16 00:00:00,11107.0,6.0,user105@example.com,1054483837,india
106,CUST1106,Customer_106,F,27,mumbai,2020-04-16 00:00:00,2021-04-17 00:00:00,15562.0,4.0,user106@example.com,2114698054,India
107,NaN,Customer_107,f,48,chennai,2020-04-17 00:00:00,2021-04-18 00:00:00,1384.0,2.0,user107@example.com,4746330572,India
108,NaN,Customer_108,F,67 years,DELHI,2020-04-18 00:00:00,2021-04-19 00:00:00,33867.0,10.0,user108@example.com,6839611234,india
109,CUST1109,Customer_109,M,45,Hyderabad,2020-04-19 00:00:00,2021-04-20 00:00:00,NaN,4.0,user109@example.com,3242123502,india
110,CUST1110,Customer_110,M,28,Delhi,2020-04-20 00:00:00,NaT,35934.0,NaN,user110@example.com,3894013960,India
111,CUST1111,Customer_111,F,19,Mumbai,2020-04-21 00:00:00,2021-04-22 00:00:00,37023.0,3.0,user111@example.com,9079201839,India
112,CUST1112,Customer_112,F,30,Delhi,2020-04-22 00:00:00,2021-04-23 00:00:00,5106.0,4.0,user112@example.com,3959808865,India
113,CUST1113,Customer_113,F,68,Delhi,2020-04-23 00:00:00,2021-04-24 00:00:00,NaN,NaN,user113@example.com,3519292871,India
114,CUST1114,Customer_114,M,NaN,Hyderabad,2020-04-24 00:00:00,2021-04-25 00:00:00,28848.0,9.0,user114@example.com,4005404134,India
115,CUST1115,Customer_115,NaN,NaN,hyderabad,2020-04-25 00:00:00,2021-04-26 00:00:00,13866.0,4.0,user115@example.com,2703993367,India
116,CUST1116,Customer_116,M,45,Kolkata,2020-04-26 00:00:00,2021-04-27 00:00:00,20938.0,8.0,user116@example.com,9197669138,India
117,CUST1117,Customer_117,M,66,Mumbai,2020-04-27 00:00:00,2021-04-28 00:00:00,20983.0,7.0,user117@example.com,2051948924,india
118,CUST1118,Customer_118,M,43,Kolkata,2020-04-28 00:00:00,2021-04-29 00:00:00,48649.0,NaN,user118@example.com,2895667350,India
119,CUST1119,Customer_119,F,59,Hyderabad,2020-04-29 00:00:00,2021-04-30 00:00:00,10171.0,2.0,user119@example.com,8586555053,India
120,CUST1120,Customer_120,F,49,Delhi,2020-04-30 00:00:00,2021-05-01 00:00:00,5390.0,NaN,user120@example.com,5656032466,india
121,CUST1121,Customer_121,M,29,KOLKATA,2020-05-01 00:00:00,2021-05-02 00:00:00,43604.0,7.0,user121@example.com,7552649036,India
122,CUST1122,Customer_122,F,52,hyderabad,2020-05-02 00:00:00,2021-05-03 00:00:00,9630.0,5.0,user122@example.com,6353410416,India
123,CUST1123,Customer_123,M,22,Delhi,2020-05-03 00:00:00,2021-05-04 00:00:00,11367.0,2.0,user123@example.com,9427951948,india
124,CUST1124,Customer_124,F,63,Delhi,2020-05-04 00:00:00,2021-05-05 00:00:00,2462.0,10.0,user124@example.com,7947896988,India
125,CUST1125,Customer_125,M,27 years,Mumbai,2020-05-05 00:00:00,2021-05-06 00:00:00,21386.0,3.0,user125@example.com,4556755841,India
126,CUST1126,Customer_126,F,38,Mumbai,2020-05-06 00:00:00,2021-05-07 00:00:00,16014.0,6.0,user126@example.com,5348893829,India
127,CUST1127,Customer_127,M,62 years,kolkata,2020-05-07 00:00:00,2021-05-08 00:00:00,37991.0,7.0,user127@example.com,9163318327,India
128,CUST1128,Customer_128,M,66,Mumbai,2020-05-08 00:00:00,2021-05-09 00:00:00,17532.0,5.0,user128@example.com,5561099339,india
129,CUST1129,Customer_129,M,57,Kolkata,2020-05-09 00:00:00,2021-05-10 00:00:00,19244.0,3.0,user129@example.com,4676387293,India
130,CUST1130,Customer_130,M,30,Delhi,2020-05-10 00:00:00,2021-05-11 00:00:00,49144.0,4.0,user130@example.com,9467689038,India
131,CUST1131,Customer_131,M,53,Hyderabad,2020-05-11 00:00:00,2021-05-12 00:00:00,14861.0,6.0,user131@example.com,9654738636,India
132,CUST1132,Customer_132,F,36,Chennai,2020-05-12 00:00:00,2021-05-13 00:00:00,19672.0,6.0,user132@example.com,9997552036,India
133,CUST1133,Customer_133,F,35,Hyderabad,2020-05-13 00:00:00,2021-05-14 00:00:00,47776.0,8.0,user133@example.com,9804848689,India
134,CUST1134,Customer_134,NaN,49,Kolkata,2020-05-14 00:00:00,2021-05-15 00:00:00,24604.0,2.0,user134@example.com,1978311908,india
135,CUST1135,Customer_135,NaN,65,hyderabad,2020-05-15 00:00:00,NaT,24614.0,3.0,user135@example.com,5367229599,India
136,CUST1136,Customer_136,F,53,NaN,2020-05-16 00:00:00,NaT,22673.0,2.0,user136@example.com,7619685500,India
137,NaN,Customer_137,F,50 years,mumbai,2020-05-17 00:00:00,2021-05-18 00:00:00,36869.0,10.0,user137@example.com,6953548303,India
138,CUST1138,Customer_138,M,NaN,Mumbai,2020-05-18 00:00:00,2021-05-19 00:00:00,30784.0,9.0,user138@example.com,9421763230,India
139,NaN,Customer_139,F,25,Delhi,2020-05-19 00:00:00,2021-05-20 00:00:00,21768.0,5.0,user139@example.com,1122532016,India
140,CUST1140,Customer_140,F,57,Delhi,2020-05-20 00:00:00,2021-05-21 00:00:00,23363.0,1.0,user140@example.com,9768125363,india
141,CUST1141,Customer_141,NaN,29,Kolkata,2020-05-21 00:00:00,2021-05-22 00:00:00,42470.0,9.0,user141@example.com,1754727337,india
142,CUST1142,Customer_142,M,35 years,Kolkata,2020-05-22 00:00:00,2021-05-23 00:00:00,34486.0,10.0,user142@example.com,1381856427,India
143,CUST1143,Customer_143,F,30,CHENNAI,2020-05-23 00:00:00,2021-05-24 00:00:00,43931.0,9.0,user143@example.com,1207925381,india
144,CUST1144,Customer_144,m,49,NaN,2020-05-24 00:00:00,2021-05-25 00:00:00,4156.0,8.0,user144@example.com,8490828718,India
145,CUST1145,Customer_145,M,36,CHENNAI,2020-05-25 00:00:00,2021-05-26 00:00:00,10907.0,7.0,user145@example.com,9031298061,India
146,CUST1146,Customer_146,F,51 years,NaN,2020-05-26 00:00:00,2021-05-27 00:00:00,8360.0,NaN,user146@example.com,9830681944,India
147,CUST1147,Customer_147,F,19,HYDERABAD,2020-05-27 00:00:00,2021-05-28 00:00:00,29148.0,4.0,user147@example.com,3105538902,india
148,CUST1148,Customer_148,M,62,Chennai,2020-05-28 00:00:00,2021-05-29 00:00:00,8402.0,7.0,user148@example.com,2253588617,NaN
149,CUST1149,Customer_149,F,50,mumbai,2020-05-29 00:00:00,2021-05-30 00:00:00,24638.0,3.0,user149@example.com,6271100446,NaN
150,CUST1150,Customer_150,M,55 years,MUMBAI,2020-05-30 00:00:00,2021-05-31 00:00:00,27382.0,NaN,user150@example.com,5014930245,India
151,CUST1151,Customer_151,m,66,Hyderabad,2020-05-31 00:00:00,NaT,7620.0,8.0,user151@example.com,6083118365,India
152,NaN,Customer_152,M,63,Kolkata,2020-06-01 00:00:00,2021-06-02 00:00:00,1255.0,5.0,user152@example.com,5926919782,India
153,CUST1153,Customer_153,female,69 years,Chennai,2020-06-02 00:00:00,2021-06-03 00:00:00,25593.0,1.0,user153@example.com,4511067355,India
154,CUST1154,Customer_154,F,36,Kolkata,2020-06-03 00:00:00,2021-06-04 00:00:00,28566.0,6.0,user154@example.com,2274895629,India
155,CUST1155,Customer_155,NaN,64,NaN,2020-06-04 00:00:00,2021-06-05 00:00:00,16859.0,2.0,user155@example.com,7077584946,India
156,NaN,Customer_156,F,24 years,Chennai,2020-06-05 00:00:00,2021-06-06 00:00:00,20283.0,1.0,user156@example.com,3137723931,india
157,NaN,Customer_157,M,21,NaN,2020-06-06 00:00:00,2021-06-07 00:00:00,45950.0,7.0,user157@example.com,3712319834,NaN
158,CUST1158,Customer_158,F,69,NaN,2020-06-07 00:00:00,2021-06-08 00:00:00,17798.0,9.0,user158@example.com,9120102643,India
159,CUST1159,Customer_159,M,NaN,HYDERABAD,2020-06-08 00:00:00,2021-06-09 00:00:00,10410.0,NaN,user159@example.com,7788533684,india
160,CUST1160,Customer_160,M,30,hyderabad,2020-06-09 00:00:00,2021-06-10 00:00:00,NaN,1.0,user160@example.com,9291987316,India
161,CUST1161,Customer_161,female,66,MUMBAI,2020-06-10 00:00:00,2021-06-11 00:00:00,29486.0,5.0,user161@example.com,2988395275,India
162,NaN,Customer_162,NaN,24,delhi,2020-06-11 00:00:00,2021-06-12 00:00:00,41587.0,6.0,user162@example.com,2749362354,India
163,CUST1163,Customer_163,F,21,kolkata,2020-06-12 00:00:00,2021-06-13 00:00:00,21956.0,3.0,user163@example.com,8087017892,India
164,CUST1164,Customer_164,M,33,Delhi,2020-06-13 00:00:00,2021-06-14 00:00:00,21078.0,1.0,user164@example.com,8972760492,India
165,CUST1165,Customer_165,F,53,Chennai,2020-06-14 00:00:00,2021-06-15 00:00:00,39381.0,5.0,user165@example.com,2626329462,India
166,CUST1166,Customer_166,NaN,43,Kolkata,2020-06-15 00:00:00,2021-06-16 00:00:00,NaN,6.0,user166@example.com,9517980190,India
167,CUST1167,Customer_167,M,19,Hyderabad,2020-06-16 00:00:00,2021-06-17 00:00:00,42137.0,1.0,user167@example.com,5799853401,India
168,CUST1168,Customer_168,NaN,41,Chennai,2020-06-17 00:00:00,2021-06-18 00:00:00,5610.0,4.0,user168@example.com,5855246723,India
169,CUST1169,Customer_169,M,53,Mumbai,2020-06-18 00:00:00,2021-06-19 00:00:00,NaN,NaN,user169@example.com,1952999229,India
170,CUST1170,Customer_170,M,NaN,Kolkata,2020-06-19 00:00:00,2021-06-20 00:00:00,35748.0,6.0,user170@example.com,3004894155,India
171,CUST1171,Customer_171,F,59,Mumbai,2020-06-20 00:00:00,2021-06-21 00:00:00,NaN,3.0,user171@example.com,2900949964,india
172,CUST1172,Customer_172,M,21,Mumbai,2020-06-21 00:00:00,2021-06-22 00:00:00,23426.0,4.0,user172@example.com,5953961278,India
173,CUST1173,Customer_173,F,30,Kolkata,2020-06-22 00:00:00,2021-06-23 00:00:00,14574.0,8.0,user173@example.com,7801388767,india
174,CUST1174,Customer_174,NaN,28,Chennai,2020-06-23 00:00:00,2021-06-24 00:00:00,35706.0,3.0,user174@example.com,9712512099,India
175,CUST1175,Customer_175,M,NaN,Chennai,2020-06-24 00:00:00,NaT,20087.0,NaN,user175@example.com,9458834927,india
176,CUST1176,Customer_176,F,NaN,NaN,2020-06-25 00:00:00,2021-06-26 00:00:00,27579.0,10.0,user176@example.com,9153519524,NaN
177,CUST1177,Customer_177,NaN,45,NaN,2020-06-26 00:00:00,2021-06-27 00:00:00,45588.0,4.0,user177@example.com,3709070963,india
178,CUST1178,Customer_178,F,23,Hyderabad,2020-06-27 00:00:00,2021-06-28 00:00:00,10889.0,1.0,user178@example.com,4427654517,India
179,NaN,Customer_179,F,56,Mumbai,2020-06-28 00:00:00,NaT,10481.0,8.0,user179@example.com,2490390826,India
180,CUST1180,Customer_180,M,NaN,Hyderabad,2020-06-29 00:00:00,2021-06-30 00:00:00,45229.0,6.0,user180@example.com,7915461303,India
181,CUST1181,Customer_181,F,22,Chennai,2020-06-30 00:00:00,2021-07-01 00:00:00,7711.0,10.0,user181@example.com,5887031421,India
182,CUST1182,Customer_182,m,53,Hyderabad,2020-07-01 00:00:00,2021-07-02 00:00:00,47297.0,3.0,user182@example.com,5064872221,India
183,CUST1183,Customer_183,M,31 years,KOLKATA,2020-07-02 00:00:00,2021-07-03 00:00:00,11598.0,3.0,user183@example.com,7271058962,India
184,NaN,Customer_184,F,NaN,MUMBAI,2020-07-03 00:00:00,2021-07-04 00:00:00,11013.0,8.0,user184@example.com,5818404256,india
185,CUST1185,Customer_185,F,43,Mumbai,2020-07-04 00:00:00,2021-07-05 00:00:00,18229.0,3.0,user185@example.com,8116334106,India
186,NaN,Customer_186,M,27,mumbai,2020-07-05 00:00:00,2021-07-06 00:00:00,18567.0,3.0,user186@example.com,3864584863,India
187,CUST1187,Customer_187,M,60 years,Delhi,2020-07-06 00:00:00,2021-07-07 00:00:00,6508.0,7.0,user187@example.com,4776795342,India
188,CUST1188,Customer_188,F,42,HYDERABAD,2020-07-07 00:00:00,2021-07-08 00:00:00,47259.0,NaN,user188@example.com,8385569771,India
189,CUST1189,Customer_189,M,NaN,NaN,2020-07-08 00:00:00,2021-07-09 00:00:00,NaN,8.0,user189@example.com,1073230206,India
190,CUST1190,Customer_190,f,66,Mumbai,2020-07-09 00:00:00,2021-07-10 00:00:00,20304.0,2.0,user190@example.com,5254351603,India
191,CUST1191,Customer_191,female,NaN,NaN,2020-07-10 00:00:00,2021-07-11 00:00:00,27041.0,7.0,user191@example.com,2809316777,India
